,transaction_id,ip,device_id,device_type,tran_code,mcc,client_id,card_type,pin_inc_count,card_status,expiration_date,datetime,sum,oper_type,balance
45927,9207098,88.210.0.120,350.0,atm,451,9284,475293055,CREDIT,0,active,2029-05-01,2024-09-03 14:11:43,792.97,payment,958495.5
45928,9231685,46.0.0.105,662.0,cash_in,451,7540,475293055,CREDIT,0,active,2029-05-01,2024-09-23 23:58:22,793.02,payment,957702.48
45929,9252247,188.191.0.120,1148.0,prtbl trm,25,8770,475293055,CREDIT,0,active,2029-05-01,2024-10-19 16:22:08,793.06,diff_cntry,956909.42
45930,9415093,37.0.123.105,328.0,ATM,30,6465,475293055,CREDIT,0,active,2029-05-01,2024-10-25 01:13:42,792.87,transfer,956116.55
45931,9457755,188.191.0.120,1148.0,prtbl trm,451,7540,475293055,CREDIT,0,active,2029-05-01,2024-10-30 13:31:34,792.96,payment,955323.59
45932,9883320,46.0.0.105,662.0,cash_in,-1,7568,475293055,CREDIT,1,active,2029-05-01,2024-11-16 01:47:30,793.24,err_code,955323.59
45933,1013517,188.43.0.30,1406.0,atm,30,4168,760774347,CREDIT,0,active,2025-07-25,2022-01-12 19:51:23,893.77,transfer,674210.23
45934,1350606,193.31.0.60,591.0,atm,451,8695,760774347,CREDIT,0,active,2025-07-25,2022-01-23 16:00:38,893.92,payment,673316.31
45935,1354910,193.31.0.60,591.0,atm,451,7933,760774347,CREDIT,0,active,2025-07-25,2022-02-09 23:30:46,893.89,payment,672422.42
45936,1415430,95.106.0.0,540.0,Portable term,25,8695,760774347,CREDIT,0,active,2025-07-25,2022-04-04 04:07:22,893.72,country_transfer,671528.7
45937,1668815,46.0.188.15,1227.0,atm,10,8366,760774347,CREDIT,0,active,2025-07-25,2022-04-22 23:47:41,894.07,add_on_acc,672422.77
45938,1707863,213.151.0.195,1015.0,atm,10,7933,760774347,CREDIT,0,active,2025-07-25,2022-04-30 22:57:24,893.98,add_on_acc,673316.75
45939,1935474,193.31.0.60,591.0,atm,-1,9293,760774347,CREDIT,1,active,2025-07-25,2022-05-08 21:53:00,893.99,err_code,673316.75
45940,2229795,188.43.0.30,1406.0,atm,451,4160,760774347,CREDIT,0,active,2025-07-25,2022-07-05 18:00:27,893.86,payment,672422.89
45941,2414074,193.31.0.60,591.0,atm,25,8366,760774347,CREDIT,0,active,2025-07-25,2022-07-07 03:50:53,894.13,diff_cntry,671528.76
45942,2607266,188.0.166.45,1300.0,port_trm,-1,1268,760774347,CREDIT,1,active,2025-07-25,2022-07-20 06:48:10,894.14,err_code,671528.76
45943,2833172,95.106.0.0,540.0,Portable term,30,7757,760774347,CREDIT,0,active,2025-07-25,2022-08-25 19:49:59,893.74,transfer,670635.02
45944,3159411,188.0.166.165,1311.0,cash_out,20,8871,760774347,CREDIT,0,active,2025-07-25,2022-09-16 15:01:19,894.05,out,669740.97
45945,3452035,37.0.127.165,1034.0,cash_in,10,5840,760774347,CREDIT,0,active,2025-07-25,2022-10-02 09:44:10,894.07,add_on_acc,670635.04
45946,3460930,185.17.0.60,1047.0,pos trm,25,9290,760774347,CREDIT,0,active,2025-07-25,2022-10-07 17:39:40,893.89,country_transfer,669741.15
45947,3544804,193.31.0.60,591.0,atm,451,9293,760774347,CREDIT,0,active,2025-07-25,2022-10-11 17:55:54,894.29,payment,668846.86
45948,3683741,128.0.24.0,879.0,cash_in,10,2579,760774347,CREDIT,0,active,2025-07-25,2022-10-20 03:16:50,894.14,in,669741.0
45949,3709925,188.0.166.45,1300.0,port_trm,-1,8734,760774347,CREDIT,1,active,2025-07-25,2022-10-22 22:33:43,894.29,err,669741.0
45950,3710069,193.31.0.60,591.0,atm,451,7933,760774347,CREDIT,0,active,2025-07-25,2022-11-21 17:04:53,894.03,payment,668846.97
45951,3759829,46.0.9.75,1322.0,cash_out,20,8871,760774347,CREDIT,0,active,2025-07-25,2022-12-08 18:57:32,893.75,out,667953.22
45952,3823404,185.17.0.60,1047.0,pos trm,451,7933,760774347,CREDIT,0,active,2025-07-25,2022-12-15 03:55:47,893.87,payment,667059.35
45953,4035090,185.17.0.60,1047.0,pos trm,-1,8734,760774347,CREDIT,1,active,2025-07-25,2022-12-25 06:25:37,893.96,err_code,667059.35
45954,4121130,95.106.0.0,540.0,Portable term,25,8534,760774347,CREDIT,0,active,2025-07-25,2023-02-01 18:23:32,893.85,diff_cntry,666165.5
45955,4167762,95.106.0.0,540.0,Portable term,451,6454,760774347,CREDIT,0,active,2025-07-25,2023-03-11 02:27:48,894.15,payment,665271.35
45956,4368392,188.43.0.30,1406.0,atm,-1,8734,760774347,CREDIT,1,active,2025-07-25,2023-04-05 10:19:55,893.99,err_code,665271.35
45957,4432654,185.17.0.60,1047.0,pos trm,451,6454,760774347,CREDIT,0,active,2025-07-25,2023-04-26 13:35:28,894.27,payment,664377.08
45958,4605324,188.0.166.45,1300.0,port_trm,-1,5840,760774347,CREDIT,1,active,2025-07-25,2023-06-27 09:38:40,893.64,err,664377.08
45959,4888609,193.31.0.60,591.0,atm,451,7933,760774347,CREDIT,0,active,2025-07-25,2023-06-29 07:45:35,893.85,payment,663483.23
45960,5002745,188.0.166.90,1305.0,cash_out,20,7757,760774347,CREDIT,0,active,2025-07-25,2023-06-30 11:46:29,893.85,out,662589.38
45961,5496612,185.17.0.60,1047.0,pos trm,451,8871,760774347,CREDIT,0,active,2025-07-25,2023-07-01 22:40:47,893.82,payment,661695.56
45962,5521135,37.0.127.75,1027.0,ATM,20,7742,760774347,CREDIT,0,active,2025-07-25,2023-07-13 18:48:27,894.01,decrease_on_acc,660801.55
45963,5582729,185.17.0.60,1047.0,pos trm,30,7453,760774347,CREDIT,0,active,2025-07-25,2023-08-07 15:19:33,894.02,transfer,659907.53
45964,5684953,95.106.0.0,540.0,Portable term,451,5840,760774347,CREDIT,0,active,2025-07-25,2023-10-08 09:09:23,893.92,payment,659013.61
45965,5823651,193.31.0.60,591.0,atm,30,7933,760774347,CREDIT,0,active,2025-07-25,2023-11-29 11:48:31,893.81,transfer,658119.8
45966,6303548,185.17.0.60,1047.0,pos trm,451,7757,760774347,CREDIT,0,active,2025-07-25,2023-12-14 15:40:45,894.04,payment,657225.76
45967,6408010,188.0.166.45,1300.0,port_trm,451,8366,760774347,CREDIT,0,active,2025-07-25,2023-12-21 18:53:21,893.99,payment,656331.77
45968,6712869,188.43.0.30,1406.0,atm,451,9293,760774347,CREDIT,0,active,2025-07-25,2024-01-15 12:49:33,894.02,payment,655437.75
45969,6930448,188.0.0.165,1217.0,ATM,10,8672,760774347,CREDIT,0,active,2025-07-25,2024-01-26 06:47:33,894.14,in_acc,656331.89
45970,6962093,188.43.0.30,1406.0,atm,25,7757,760774347,CREDIT,0,active,2025-07-25,2024-02-25 17:32:11,893.89,diff_cntry,655438.0
45971,7068738,46.0.123.45,913.0,atm,20,1268,760774347,CREDIT,0,active,2025-07-25,2024-04-11 04:03:57,894.02,decrease_on_acc,654543.98
45972,7116744,193.31.0.60,591.0,atm,25,1268,760774347,CREDIT,0,active,2025-07-25,2024-04-14 11:44:05,893.96,country_transfer,653650.02
45973,7204937,37.0.123.195,334.0,ATM,10,1321,760774347,CREDIT,0,active,2025-07-25,2024-04-25 13:28:35,894.13,in,654544.15
45974,7233585,188.0.166.45,1300.0,port_trm,25,2579,760774347,CREDIT,0,active,2025-07-25,2024-04-27 18:04:54,894.14,country_transfer,653650.01
45975,7301847,188.0.166.45,1300.0,port_trm,30,7933,760774347,CREDIT,0,active,2025-07-25,2024-06-04 11:30:59,894.0,transfer,652756.01
45976,7788089,85.140.0.240,1271.0,ATM,20,6454,760774347,CREDIT,0,active,2025-07-25,2024-06-09 00:48:13,894.06,decrease_on_acc,651861.95
45977,8072982,193.31.0.60,591.0,atm,30,1321,760774347,CREDIT,0,active,2025-07-25,2024-06-19 19:44:08,894.03,transfer,650967.92
45978,8293903,193.31.0.60,591.0,atm,451,5893,760774347,CREDIT,0,active,2025-07-25,2024-06-28 09:05:16,894.27,payment,650073.65
45979,8344147,185.17.0.60,1047.0,pos trm,451,1321,760774347,CREDIT,0,active,2025-07-25,2024-07-02 07:56:32,893.96,payment,649179.69
45980,8892104,188.0.166.45,1300.0,port_trm,25,7933,760774347,CREDIT,0,active,2025-07-25,2024-07-19 19:35:04,893.9,country_transfer,648285.79
45981,8905403,188.43.0.30,1406.0,atm,-1,5893,760774347,CREDIT,1,active,2025-07-25,2024-07-27 07:52:14,893.93,err_code,648285.79
45982,8945530,46.0.176.165,129.0,ATM,10,8734,760774347,CREDIT,0,active,2025-07-25,2024-08-04 04:54:14,893.95,in,649179.74
45983,9208178,188.0.166.45,1300.0,port_trm,30,8366,760774347,CREDIT,0,active,2025-07-25,2024-08-28 02:26:58,893.83,transfer,648285.91
45984,9379382,95.106.0.0,540.0,Portable term,451,7742,760774347,CREDIT,0,active,2025-07-25,2024-09-01 08:13:48,894.17,payment,647391.74
45985,9611002,188.0.166.45,1300.0,port_trm,-1,8672,760774347,CREDIT,1,active,2025-07-25,2024-11-16 20:03:39,893.85,bad,647391.74
45986,9860847,193.31.0.60,591.0,atm,451,7933,760774347,CREDIT,0,active,2025-07-25,2024-11-17 08:02:07,893.85,payment,646497.89
45987,9869511,185.17.0.60,1047.0,pos trm,30,8672,760774347,CREDIT,0,active,2025-07-25,2024-11-18 12:06:58,893.97,transfer,645603.92
45988,1150181,5.189.0.180,871.0,ATM,30,3716,668775790,CREDIT,0,active,2025-02-07,2022-01-03 11:12:27,807.31,transfer,100296.69
45989,1433297,46.0.2.120,190.0,prtbl trm,451,2332,668775790,CREDIT,0,active,2025-02-07,2022-01-12 19:06:01,806.92,payment,99489.77
45990,1596188,188.244.0.135,1461.0,atm,451,7089,668775790,CREDIT,0,active,2025-02-07,2022-05-18 02:29:49,806.9,payment,98682.87
45991,1793787,46.0.9.135,1326.0,pos trm,-1,1616,668775790,CREDIT,1,active,2025-02-07,2022-06-17 10:19:23,806.96,err_code,98682.87
45992,1844261,46.0.2.120,190.0,prtbl trm,451,7089,668775790,CREDIT,0,active,2025-02-07,2022-07-16 06:17:16,807.21,payment,97875.66
45993,2710012,5.189.0.180,871.0,ATM,451,2446,668775790,CREDIT,0,active,2025-02-07,2022-07-17 16:40:46,806.98,payment,97068.68
45994,2844454,193.31.0.15,587.0,cash_out,-1,6652,668775790,CREDIT,1,active,2025-02-07,2022-07-24 20:51:21,807.29,err,97068.68
45995,3358462,5.189.0.180,871.0,ATM,25,5728,668775790,CREDIT,0,active,2025-02-07,2022-08-08 11:47:50,807.0,country_transfer,96261.68
45996,3384950,194.87.0.180,579.0,atm,20,5943,668775790,CREDIT,0,active,2025-02-07,2022-08-10 05:49:45,807.16,from_acc,95454.52
45997,3404719,188.191.0.105,1146.0,cash_out,25,8929,668775790,CREDIT,0,active,2025-02-07,2022-09-13 06:11:45,807.15,diff_cntry,94647.37
45998,3596523,188.244.0.135,1461.0,atm,30,3132,668775790,CREDIT,0,active,2025-02-07,2022-09-27 09:16:06,807.02,transfer,93840.35
45999,3714871,193.31.0.15,587.0,cash_out,451,6652,668775790,CREDIT,0,active,2025-02-07,2022-10-28 14:03:06,806.94,payment,93033.41
46000,3862090,37.0.123.30,320.0,cash_in,10,6842,668775790,CREDIT,0,active,2025-02-07,2022-11-13 23:10:05,806.93,in,93840.34
46001,3897893,5.189.0.180,871.0,ATM,-1,1616,668775790,CREDIT,1,active,2025-02-07,2022-11-21 14:30:53,806.88,err,93840.34
46002,4023644,188.0.189.90,838.0,Portable term,-1,2744,668775790,CREDIT,2,active,2025-02-07,2022-11-26 11:27:33,807.05,err,93840.34
46003,4162350,46.0.9.135,1326.0,pos trm,451,3132,668775790,CREDIT,0,active,2025-02-07,2022-12-11 17:57:43,807.19,payment,93033.15
46004,4387087,188.244.0.135,1461.0,atm,30,7089,668775790,CREDIT,0,active,2025-02-07,2023-01-14 15:49:32,807.07,transfer,92226.08
46005,4846513,194.156.0.105,29.0,ATM,20,2744,668775790,CREDIT,0,active,2025-02-07,2023-01-23 06:49:12,806.85,decrease_on_acc,91419.23
46006,5016005,46.0.9.135,1326.0,pos trm,-1,9270,668775790,CREDIT,1,active,2025-02-07,2023-04-06 08:00:05,806.92,bad,91419.23
46007,5360991,188.191.0.105,1146.0,cash_out,-1,8303,668775790,CREDIT,2,active,2025-02-07,2023-04-16 08:36:02,806.98,err_code,91419.23
46008,5361618,194.0.144.105,168.0,ATM,20,8303,668775790,CREDIT,0,active,2025-02-07,2023-04-22 20:31:49,807.04,from_acc,90612.19
46009,5909704,46.0.2.120,190.0,prtbl trm,451,6435,668775790,CREDIT,0,active,2025-02-07,2023-04-25 02:53:19,806.87,payment,89805.32
46010,6048009,188.191.0.105,1146.0,cash_out,451,8303,668775790,CREDIT,0,active,2025-02-07,2023-04-30 02:34:20,807.01,payment,88998.31
46011,6184809,95.106.0.210,562.0,cash_in,451,2332,668775790,CREDIT,0,active,2025-02-07,2023-05-09 20:38:11,806.83,payment,88191.48
46012,6198454,194.0.144.75,166.0,Portable term,451,5181,668775790,CREDIT,0,active,2025-02-07,2023-06-11 07:08:49,807.15,payment,87384.33
46013,6251308,5.189.0.180,871.0,ATM,-1,2446,668775790,CREDIT,1,active,2025-02-07,2023-06-28 09:30:59,806.99,err_code,87384.33
46014,6334053,46.0.54.225,1092.0,cash_in,10,6435,668775790,CREDIT,0,active,2025-02-07,2023-07-16 19:32:35,807.15,in_acc,88191.48
46015,6546961,194.0.144.75,166.0,Portable term,30,8929,668775790,CREDIT,0,active,2025-02-07,2023-09-21 12:53:27,807.13,transfer,87384.35
46016,6658729,5.189.0.180,871.0,ATM,30,6435,668775790,CREDIT,0,active,2025-02-07,2023-09-26 00:17:15,806.97,transfer,86577.38
46017,6860779,194.156.0.90,28.0,cash_in,10,5181,668775790,CREDIT,0,active,2025-02-07,2023-09-27 21:20:52,806.93,add_on_acc,87384.31
46018,7082275,188.244.0.135,1461.0,atm,451,6719,668775790,CREDIT,0,active,2025-02-07,2023-10-18 06:58:04,806.89,payment,86577.42
46019,7191489,31.134.0.165,1127.0,atm,10,3716,668775790,CREDIT,0,active,2025-02-07,2023-10-25 23:01:38,806.86,in_acc,87384.28
46020,7208926,62.118.0.30,522.0,ATM,10,9628,668775790,CREDIT,0,active,2025-02-07,2023-11-13 00:52:52,806.82,add_on_acc,88191.1
46021,7301804,5.189.0.180,871.0,ATM,451,2744,668775790,CREDIT,0,active,2025-02-07,2023-11-13 18:13:00,806.95,payment,87384.15
46022,7454692,46.0.8.135,147.0,atm,20,7089,668775790,CREDIT,0,active,2025-02-07,2023-11-28 16:01:11,807.12,out,86577.03
46023,7587248,46.0.9.240,1339.0,cash_out,20,6435,668775790,CREDIT,0,active,2025-02-07,2023-12-01 01:09:04,807.08,decrease_on_acc,85769.95
46024,7648945,194.87.0.120,574.0,cash_out,20,6652,668775790,CREDIT,0,active,2025-02-07,2023-12-19 02:43:21,806.98,out,84962.97
46025,7764318,95.106.0.210,562.0,cash_in,25,2566,668775790,CREDIT,0,active,2025-02-07,2023-12-22 15:00:32,806.82,diff_cntry,84156.15
46026,7776287,5.189.0.135,866.0,ATM,10,1616,668775790,CREDIT,0,active,2025-02-07,2024-01-23 08:20:48,807.08,in,84963.23
46027,7794684,46.0.9.135,1326.0,pos trm,451,6719,668775790,CREDIT,0,active,2025-02-07,2024-03-01 01:50:07,807.18,payment,84156.05
46028,7926542,95.106.0.210,562.0,cash_in,451,9417,668775790,CREDIT,0,active,2025-02-07,2024-03-11 22:00:26,806.82,payment,83349.23
